candidate,test,seed,load_pct,event_rows,delivered_event_rows,undelivered_event_rows,censored_event_rows,p50_e2e_latency_cycles,p95_e2e_latency_cycles,p99_e2e_latency_cycles,p50_internal_latency_cycles,p95_internal_latency_cycles,p99_internal_latency_cycles,deadline_events,deadline_misses,deadline_censored,deadline_miss_ratio,service_sources_expected,service_sources_delivered,service_sources_unobserved,service_gap_samples,p95_service_gap_cycles,p99_service_gap_cycles,max_service_gap_cycles,service_window_cycles,service_source_windows,min_service_per_source_window,zero_service_source_windows,zero_service_source_window_ratio,active_offered_sources,demand_normalized_acceptance_fairness,demand_normalized_delivery_fairness,min_source_acceptance_ratio,min_source_delivery_ratio,demand_service_source_windows,zero_demand_service_source_windows,zero_demand_service_source_window_ratio
a7_parallel_compactor_k1,uniform,2003,100,2048,2048,0,0,2,2,2,1,1,1,2048,0,0,0,16,16,0,2032,47,68,106,64,31936,0,472,0.0147795591,16,1,1,1,1,31520,56,0.00177664975
a7_parallel_compactor_k1,uniform,2001,125,2536,2051,485,0,5,10,11,1,1,1,2536,485,0,0.191246057,16,16,0,2035,42,63,95,64,31984,0,215,0.00672211106,16,0.998925591,0.998925591,0.76300578,0.76300578,31836,67,0.00210453575
a7_parallel_compactor_k1,uniform,2002,125,2574,2050,524,0,5,10,11,1,1,1,2574,524,0,0.203574204,16,16,0,2034,41,59,103,64,31968,0,137,0.00428553554,16,0.998759351,0.998759351,0.756756757,0.756756757,31871,40,0.00125505946
a7_parallel_compactor_k1,uniform,2003,125,2550,2051,499,0,5,10,12,1,1,1,2550,499,0,0.195686275,16,16,0,2035,40,61,91,64,31984,0,174,0.00544022011,16,0.999012716,0.999012716,0.75625,0.75625,31872,62,0.00194528112
a7_parallel_compactor_k1,uniform,2001,150,3039,2055,984,0,7,12,14,1,1,1,3039,984,0,0.323790721,16,16,0,2039,36,52,94,64,32048,0,81,0.00252745881,16,0.998511997,0.998511997,0.634146341,0.634146341,31998,31,0.000968810551
a7_parallel_compactor_k1,uniform,2002,150,3094,2054,1040,0,7,13,14,1,1,1,3094,1040,0,0.336134454,16,16,0,2038,36,50,87,64,32032,0,73,0.00227897103,16,0.99725873,0.99725873,0.609243697,0.609243697,31985,26,0.000812881038
a7_parallel_compactor_k1,uniform,2003,150,3045,2052,993,0,7,13,14,1,1,1,3045,993,0,0.326108374,16,16,0,2036,36,55,94,64,32000,0,72,0.00225,16,0.99895627,0.99895627,0.635869565,0.635869565,31969,41,0.00128249241
a7_parallel_compactor_k1,uniform,2001,200,4096,2058,2038,0,11,15,16,1,1,1,4096,2038,0,0.497558594,16,16,0,2042,28,41,71,64,32096,0,8,0.000249252243,16,0.998417581,0.998417581,0.470175439,0.470175439,32096,8,0.000249252243
a7_parallel_compactor_k1,uniform,2002,200,4096,2055,2041,0,10,15,16,1,1,1,4096,2041,0,0.498291016,16,16,0,2039,28,41,84,64,32048,0,20,0.000624063904,16,0.997338367,0.997338367,0.46975089,0.46975089,32030,2,6.24414611e-05
a7_parallel_compactor_k1,uniform,2003,200,4096,2055,2041,0,10,15,16,1,1,1,4096,2041,0,0.498291016,16,16,0,2039,28,42,75,64,32048,0,18,0.000561657514,16,0.999066291,0.999066291,0.476534296,0.476534296,32046,16,0.000499282282
a7_parallel_compactor_k2,core_simultaneous_identity,1002,6,16,16,0,0,5,9,9,1,1,1,16,0,0,0,16,16,0,0,,,,64,3264,0,2240,0.68627451,16,1,1,1,1,1112,88,0.0791366906
a7_parallel_compactor_k2,core_sparse_identity,1001,3,16,16,0,0,2,2,2,1,1,1,16,0,0,0,16,16,0,0,,,,64,7360,0,6391,0.868342391,16,1,1,1,1,997,28,0.0280842528
a7_parallel_compactor_k2,core_sparse_rotate180,1001,3,16,16,0,0,2,2,2,1,1,1,16,0,0,0,16,16,0,0,,,,64,7360,0,6391,0.868342391,16,1,1,1,1,997,28,0.0280842528
a7_parallel_compactor_k2,elephant_mouse_affine,3601,90,1827,1827,0,0,2,2,2,1,1,1,1827,0,0,0,16,16,0,1811,109,242,443,64,31936,0,13765,0.431018287,16,1,1,1,1,18496,325,0.0175713668
a7_parallel_compactor_k2,elephant_mouse_identity,3601,90,1827,1827,0,0,2,2,2,1,1,1,1827,0,0,0,16,16,0,1811,109,242,443,64,31936,0,13765,0.431018287,16,1,1,1,1,18496,325,0.0175713668
a7_parallel_compactor_k2,global_fanin_identity,3701,25,512,512,0,0,5,9,9,1,1,1,512,0,0,0,16,16,0,496,64,64,64,64,31936,0,72,0.00225450902,16,1,1,1,1,31864,0,0
a7_parallel_compactor_k2,moving_hotspot_multi_column,3301,90,1821,1821,0,0,2,2,2,1,1,1,1821,0,0,0,16,16,0,1805,87,149,375,64,31936,0,7123,0.22303983,16,1,1,1,1,25087,274,0.0109219915
a7_parallel_compactor_k2,moving_hotspot_multi_disperse,3301,90,1821,1821,0,0,2,2,2,1,1,1,1821,0,0,0,16,16,0,1805,85,160,394,64,31936,0,7546,0.23628507,16,1,1,1,1,24670,280,0.0113498176
a7_parallel_compactor_k2,moving_hotspot_multi_row,3301,90,1821,1821,0,0,2,2,2,1,1,1,1821,0,0,0,16,16,0,1805,87,175,461,64,31936,0,8021,0.251158567,16,1,1,1,1,24190,275,0.011368334
a7_parallel_compactor_k2,moving_hotspot_single,3301,90,1821,1821,0,0,2,2,2,1,1,1,1821,0,0,0,16,16,0,1805,106,225,454,64,31936,0,12655,0.396261273,16,1,1,1,1,19627,346,0.0176287767
a7_parallel_compactor_k2,moving_hotspot_single,3302,90,1827,1827,0,0,2,2,2,1,1,1,1827,0,0,0,16,16,0,1811,105,232,468,64,31936,0,13541,0.424004259,16,1,1,1,1,18726,331,0.0176759586
a7_parallel_compactor_k2,phase_transition,3501,77,3139,3139,0,0,2,2,2,1,1,1,3139,0,0,0,16,16,0,3123,50,189,723,64,64704,0,23424,0.362017804,16,1,1,1,1,41530,250,0.00601974476
a7_parallel_compactor_k2,phase_transition,3502,77,3167,3167,0,0,2,2,2,1,1,1,3167,0,0,0,16,16,0,3151,51,188,442,64,64704,0,22518,0.348015579,16,1,1,1,1,42455,269,0.0063361206
a7_parallel_compactor_k2,retrigger_affine,3801,25,512,512,0,0,2,2,2,1,1,1,512,0,0,0,16,16,0,496,282,642,957,64,31936,0,24069,0.753663577,16,1,1,1,1,8071,204,0.0252756784
a7_parallel_compactor_k2,retrigger_identity,3801,25,512,512,0,0,2,2,2,1,1,1,512,0,0,0,16,16,0,496,282,642,957,64,31936,0,24069,0.753663577,16,1,1,1,1,8071,204,0.0252756784
a7_parallel_compactor_k2,rotating_victim_affine,3401,103,4217,4217,0,0,2,2,2,1,1,1,4217,0,0,0,16,16,0,4201,46,71,174,64,64704,0,1420,0.021946093,16,1,1,1,1,63410,126,0.00198706829
a7_parallel_compactor_k2,rotating_victim_identity,3401,103,4217,4217,0,0,2,2,2,1,1,1,4217,0,0,0,16,16,0,4201,46,71,174,64,64704,0,1420,0.021946093,16,1,1,1,1,63410,126,0.00198706829
a7_parallel_compactor_k2,shape_b1,3101,50,2048,2048,0,0,2,2,2,1,1,1,2048,0,0,0,16,16,0,2032,32,32,32,64,64704,1,0,0,16,1,1,1,1,64704,0,0
a7_parallel_compactor_k2,shape_b16,3101,50,2048,2048,0,0,5,9,9,1,1,1,2048,0,0,0,16,16,0,2032,32,32,32,64,64704,1,0,0,16,1,1,1,1,64704,0,0
a7_parallel_compactor_k2,shape_b4,3101,50,2048,2048,0,0,2,3,3,1,1,1,2048,0,0,0,16,16,0,2032,32,32,32,64,64704,1,0,0,16,1,1,1,1,64704,0,0
a7_parallel_compactor_k2,spatial_dispersed,3201,75,1536,1536,0,0,2,3,3,1,1,1,1536,0,0,0,4,4,0,1532,6,6,6,64,7984,10,0,0,4,1,1,1,1,7984,0,0
a7_parallel_compactor_k2,spatial_local,3201,75,1536,1536,0,0,2,3,3,1,1,1,1536,0,0,0,4,4,0,1532,6,6,6,64,7984,10,0,0,4,1,1,1,1,7984,0,0
a7_parallel_compactor_k2,spatial_local_mirror,3201,75,1536,1536,0,0,2,3,3,1,1,1,1536,0,0,0,4,4,0,1532,6,6,6,64,7984,10,0,0,4,1,1,1,1,7984,0,0
a7_parallel_compactor_k2,timing_pair,3901,63,1259,1259,0,0,2,2,2,1,1,1,1259,0,0,0,16,16,0,1243,74,112,170,64,31936,0,2389,0.0748058617,16,1,1,1,1,29732,185,0.00622225212
a7_parallel_compactor_k2,timing_pair,3902,63,1279,1279,0,0,2,2,2,1,1,1,1279,0,0,0,16,16,0,1263,73,110,167,64,31936,0,2295,0.0718624749,16,1,1,1,1,29829,188,0.00630259144
a7_parallel_compactor_k2,uniform,2001,13,251,251,0,0,2,2,2,1,1,1,251,0,0,0,16,16,0,235,373,526,758,64,31936,0,19381,0.60686999,16,1,1,1,1,12844,289,0.0225007786
a7_parallel_compactor_k2,uniform,2002,13,261,261,0,0,2,2,2,1,1,1,261,0,0,0,16,16,0,245,344,495,770,64,31936,0,19301,0.60436498,16,1,1,1,1,12929,294,0.0227395777
a7_parallel_compactor_k2,uniform,2003,13,231,231,0,0,2,2,2,1,1,1,231,0,0,0,16,16,0,215,380,570,1099,64,31936,0,20026,0.627066633,16,1,1,1,1,12208,298,0.0244102228
a7_parallel_compactor_k2,uniform,2001,50,982,982,0,0,2,2,2,1,1,1,982,0,0,0,16,16,0,966,96,139,294,64,31936,0,4650,0.145603707,16,1,1,1,1,27555,269,0.00976229359
a7_parallel_compactor_k2,uniform,2002,50,1038,1038,0,0,2,2,2,1,1,1,1038,0,0,0,16,16,0,1022,92,156,241,64,31936,0,4375,0.136992735,16,1,1,1,1,27827,266,0.00955906134
a7_parallel_compactor_k2,uniform,2003,50,1032,1032,0,0,2,2,2,1,1,1,1032,0,0,0,16,16,0,1016,90,163,255,64,31936,0,4371,0.136867485,16,1,1,1,1,27787,222,0.00798934754
a7_parallel_compactor_k2,uniform,2001,90,1868,1868,0,0,2,2,2,1,1,1,1868,0,0,0,16,16,0,1852,53,85,139,64,31936,0,1085,0.0339741984,16,1,1,1,1,30959,108,0.00348848477
a7_parallel_compactor_k2,uniform,2002,90,1851,1851,0,0,2,2,2,1,1,1,1851,0,0,0,16,16,0,1835,50,78,119,64,31936,0,720,0.0225450902,16,1,1,1,1,31295,79,0.00252436491
a7_parallel_compactor_k2,uniform,2003,90,1837,1837,0,0,2,2,2,1,1,1,1837,0,0,0,16,16,0,1821,52,80,130,64,31936,0,788,0.0246743487,16,1,1,1,1,31233,85,0.00272148049
a7_parallel_compactor_k2,uniform,2001,100,2048,2048,0,0,2,2,2,1,1,1,2048,0,0,0,16,16,0,2032,48,70,109,64,31936,0,569,0.0178168838,16,1,1,1,1,31423,56,0.00178213411
a7_parallel_compactor_k2,uniform,2002,100,2048,2048,0,0,2,2,2,1,1,1,2048,0,0,0,16,16,0,2032,45,67,160,64,31936,0,444,0.0139028056,16,1,1,1,1,31541,49,0.0015535335
a7_parallel_compactor_k2,uniform,2003,100,2048,2048,0,0,2,2,2,1,1,1,2048,0,0,0,16,16,0,2032,47,68,106,64,31936,0,472,0.0147795591,16,1,1,1,1,31520,56,0.00177664975
a7_parallel_compactor_k2,uniform,2001,125,2536,2536,0,0,2,2,2,1,1,1,2536,0,0,0,16,16,0,2520,39,58,98,64,31936,0,220,0.00688877756,16,1,1,1,1,31751,35,0.00110232749
a7_parallel_compactor_k2,uniform,2002,125,2574,2574,0,0,2,2,2,1,1,1,2574,0,0,0,16,16,0,2558,38,54,107,64,31936,0,165,0.00516658317,16,1,1,1,1,31795,24,0.000754835666
a7_parallel_compactor_k2,uniform,2003,125,2550,2550,0,0,2,2,2,1,1,1,2550,0,0,0,16,16,0,2534,37,59,90,64,31936,0,185,0.00579283567,16,1,1,1,1,31784,33,0.00103825824
a7_parallel_compactor_k2,uniform,2001,150,3039,3039,0,0,2,2,2,1,1,1,3039,0,0,0,16,16,0,3023,31,48,92,64,31936,0,71,0.00222319639,16,1,1,1,1,31875,10,0.00031372549
a7_parallel_compactor_k2,uniform,2002,150,3094,3094,0,0,2,2,2,1,1,1,3094,0,0,0,16,16,0,3078,31,47,87,64,31936,0,77,0.00241107214,16,1,1,1,1,31869,10,0.000313784556
a7_parallel_compactor_k2,uniform,2003,150,3045,3045,0,0,2,2,2,1,1,1,3045,0,0,0,16,16,0,3029,31,50,92,64,31936,0,70,0.00219188377,16,1,1,1,1,31881,15,0.000470499671
a7_parallel_compactor_k2,uniform,2001,200,4096,4096,0,0,2,2,2,1,1,1,4096,0,0,0,16,16,0,4080,22,33,71,64,31936,0,9,0.000281813627,16,1,1,1,1,31931,4,0.000125270114
a7_parallel_compactor_k2,uniform,2002,200,4096,4096,0,0,2,2,2,1,1,1,4096,0,0,0,16,16,0,4080,23,35,87,64,31936,0,23,0.000720190381,16,1,1,1,1,31915,2,6.26664578e-05
a7_parallel_compactor_k2,uniform,2003,200,4096,4096,0,0,2,2,2,1,1,1,4096,0,0,0,16,16,0,4080,23,36,69,64,31936,0,11,0.000344438878,16,1,1,1,1,31932,7,0.000219215834
a7_parallel_compactor_k4,core_simultaneous_identity,1002,6,16,16,0,0,3,5,5,1,1,1,16,0,0,0,16,16,0,0,,,,64,3264,0,2240,0.68627451,16,1,1,1,1,1080,56,0.0518518519
a7_parallel_compactor_k4,core_sparse_identity,1001,3,16,16,0,0,2,2,2,1,1,1,16,0,0,0,16,16,0,0,,,,64,7360,0,6391,0.868342391,16,1,1,1,1,997,28,0.0280842528
a7_parallel_compactor_k4,core_sparse_rotate180,1001,3,16,16,0,0,2,2,2,1,1,1,16,0,0,0,16,16,0,0,,,,64,7360,0,6391,0.868342391,16,1,1,1,1,997,28,0.0280842528
a7_parallel_compactor_k4,elephant_mouse_affine,3601,90,1827,1827,0,0,2,2,2,1,1,1,1827,0,0,0,16,16,0,1811,109,242,443,64,31936,0,13765,0.431018287,16,1,1,1,1,18496,325,0.0175713668
a7_parallel_compactor_k4,elephant_mouse_identity,3601,90,1827,1827,0,0,2,2,2,1,1,1,1827,0,0,0,16,16,0,1811,109,242,443,64,31936,0,13765,0.431018287,16,1,1,1,1,18496,325,0.0175713668
a7_parallel_compactor_k4,global_fanin_identity,3701,25,512,512,0,0,3,5,5,1,1,1,512,0,0,0,16,16,0,496,64,64,64,64,31936,0,104,0.00325651303,16,1,1,1,1,31832,0,0
a7_parallel_compactor_k4,moving_hotspot_multi_column,3301,90,1821,1821,0,0,2,2,2,1,1,1,1821,0,0,0,16,16,0,1805,87,149,375,64,31936,0,7123,0.22303983,16,1,1,1,1,25087,274,0.0109219915
a7_parallel_compactor_k4,moving_hotspot_multi_disperse,3301,90,1821,1821,0,0,2,2,2,1,1,1,1821,0,0,0,16,16,0,1805,85,160,394,64,31936,0,7546,0.23628507,16,1,1,1,1,24670,280,0.0113498176
a7_parallel_compactor_k4,moving_hotspot_multi_row,3301,90,1821,1821,0,0,2,2,2,1,1,1,1821,0,0,0,16,16,0,1805,87,175,461,64,31936,0,8021,0.251158567,16,1,1,1,1,24190,275,0.011368334
a7_parallel_compactor_k4,moving_hotspot_single,3301,90,1821,1821,0,0,2,2,2,1,1,1,1821,0,0,0,16,16,0,1805,106,225,454,64,31936,0,12655,0.396261273,16,1,1,1,1,19627,346,0.0176287767
a7_parallel_compactor_k4,moving_hotspot_single,3302,90,1827,1827,0,0,2,2,2,1,1,1,1827,0,0,0,16,16,0,1811,105,232,468,64,31936,0,13541,0.424004259,16,1,1,1,1,18726,331,0.0176759586
a7_parallel_compactor_k4,phase_transition,3501,77,3139,3139,0,0,2,2,2,1,1,1,3139,0,0,0,16,16,0,3123,50,189,723,64,64704,0,23424,0.362017804,16,1,1,1,1,41530,250,0.00601974476
a7_parallel_compactor_k4,phase_transition,3502,77,3167,3167,0,0,2,2,2,1,1,1,3167,0,0,0,16,16,0,3151,51,188,442,64,64704,0,22518,0.348015579,16,1,1,1,1,42455,269,0.0063361206
a7_parallel_compactor_k4,retrigger_affine,3801,25,512,512,0,0,2,2,2,1,1,1,512,0,0,0,16,16,0,496,282,642,957,64,31936,0,24069,0.753663577,16,1,1,1,1,8071,204,0.0252756784
a7_parallel_compactor_k4,retrigger_identity,3801,25,512,512,0,0,2,2,2,1,1,1,512,0,0,0,16,16,0,496,282,642,957,64,31936,0,24069,0.753663577,16,1,1,1,1,8071,204,0.0252756784
a7_parallel_compactor_k4,rotating_victim_affine,3401,103,4217,4217,0,0,2,2,2,1,1,1,4217,0,0,0,16,16,0,4201,46,71,174,64,64704,0,1420,0.021946093,16,1,1,1,1,63410,126,0.00198706829
a7_parallel_compactor_k4,rotating_victim_identity,3401,103,4217,4217,0,0,2,2,2,1,1,1,4217,0,0,0,16,16,0,4201,46,71,174,64,64704,0,1420,0.021946093,16,1,1,1,1,63410,126,0.00198706829
a7_parallel_compactor_k4,shape_b1,3101,50,2048,2048,0,0,2,2,2,1,1,1,2048,0,0,0,16,16,0,2032,32,32,32,64,64704,1,0,0,16,1,1,1,1,64704,0,0
a7_parallel_compactor_k4,shape_b16,3101,50,2048,2048,0,0,3,5,5,1,1,1,2048,0,0,0,16,16,0,2032,32,32,32,64,64704,1,0,0,16,1,1,1,1,64704,0,0
a7_parallel_compactor_k4,shape_b4,3101,50,2048,2048,0,0,2,2,2,1,1,1,2048,0,0,0,16,16,0,2032,32,32,32,64,64704,1,0,0,16,1,1,1,1,64704,0,0
a7_parallel_compactor_k4,spatial_dispersed,3201,75,1536,1536,0,0,2,2,2,1,1,1,1536,0,0,0,4,4,0,1532,6,6,6,64,7984,10,0,0,4,1,1,1,1,7984,0,0
a7_parallel_compactor_k4,spatial_local,3201,75,1536,1536,0,0,2,2,2,1,1,1,1536,0,0,0,4,4,0,1532,6,6,6,64,7984,10,0,0,4,1,1,1,1,7984,0,0
a7_parallel_compactor_k4,spatial_local_mirror,3201,75,1536,1536,0,0,2,2,2,1,1,1,1536,0,0,0,4,4,0,1532,6,6,6,64,7984,10,0,0,4,1,1,1,1,7984,0,0
a7_parallel_compactor_k4,timing_pair,3901,63,1259,1259,0,0,2,2,2,1,1,1,1259,0,0,0,16,16,0,1243,74,112,170,64,31936,0,2389,0.0748058617,16,1,1,1,1,29732,185,0.00622225212
a7_parallel_compactor_k4,timing_pair,3902,63,1279,1279,0,0,2,2,2,1,1,1,1279,0,0,0,16,16,0,1263,73,110,167,64,31936,0,2295,0.0718624749,16,1,1,1,1,29829,188,0.00630259144
a7_parallel_compactor_k4,uniform,2001,13,251,251,0,0,2,2,2,1,1,1,251,0,0,0,16,16,0,235,373,526,758,64,31936,0,19381,0.60686999,16,1,1,1,1,12844,289,0.0225007786
a7_parallel_compactor_k4,uniform,2002,13,261,261,0,0,2,2,2,1,1,1,261,0,0,0,16,16,0,245,344,495,770,64,31936,0,19301,0.60436498,16,1,1,1,1,12929,294,0.0227395777
a7_parallel_compactor_k4,uniform,2003,13,231,231,0,0,2,2,2,1,1,1,231,0,0,0,16,16,0,215,380,570,1099,64,31936,0,20026,0.627066633,16,1,1,1,1,12208,298,0.0244102228
