candidate,test,load_pct,runs,seed_count,stim_cycles,generated,source_overrun,accepted,delivered,errors,delivery_ratio,acceptance_ratio,overrun_ratio,end_to_end_ratio,avg_total_cycles,avg_throughput,worst_throughput,throughput_stddev,measurement_delivered,measurement_cycles,window_completion_ratio,avg_e2e_latency,worst_e2e_latency,avg_internal_latency,worst_internal_latency,avg_request_wait,worst_request_wait,avg_timing_error,worst_timing_error,avg_fairness,worst_fairness,performance_state,knee_load_pct,tail_latency_factor,tail_wait_factor,tail_timing_error_factor,tail_degraded,correctness_issues,event_metrics_state,event_runs,event_seed_count,event_rows,delivered_event_rows,undelivered_event_rows,censored_event_rows,p50_e2e_latency_cycles,p95_e2e_latency_cycles,p99_e2e_latency_cycles,p50_internal_latency_cycles,p95_internal_latency_cycles,p99_internal_latency_cycles,deadline_events,deadline_misses,deadline_censored,deadline_miss_ratio,service_sources_expected,service_sources_delivered,service_sources_unobserved,service_gap_samples,p95_service_gap_cycles,p99_service_gap_cycles,max_service_gap_cycles,service_window_cycles,service_source_windows,min_service_per_source_window,zero_service_source_windows,zero_service_source_window_ratio,active_offered_sources,demand_normalized_acceptance_fairness,demand_normalized_delivery_fairness,min_source_acceptance_ratio,min_source_delivery_ratio,demand_service_source_windows,zero_demand_service_source_windows,zero_demand_service_source_window_ratio
a7_prefix_k1,basic_backpressure,3,1,1,256,26,0,26,26,0,1,1,0,1,266,0.101562,0.101562,0,26,256,3.38541667,2,2,1,1,0,0,0,0,0.918478,0.918478,PASS,,,,,False,,COMPLETE,1,1,26,26,0,0,2,2,2,1,1,1,26,0,0,0,16,16,0,10,160,160,160,64,3264,0,1960,0.600490196,16,1,1,1,1,1342,38,0.0283159463
a7_prefix_k1,basic_simultaneous,3,1,1,256,32,0,32,32,0,1,1,0,1,266,0.125,0.125,0,32,256,4.16666667,9.5,17,1,1,15,15,0,0,1,1,PASS,,,,,False,,COMPLETE,1,1,32,32,0,0,9,17,17,1,1,1,32,0,0,0,16,16,0,16,32,32,32,64,3264,0,2504,0.767156863,16,1,1,1,1,760,0,0
a7_prefix_k1,basic_single,3,1,1,256,16,0,16,16,0,1,1,0,1,266,0.0625,0.0625,0,16,256,2.08333333,2,2,1,1,0,0,0,0,0.0625,0.0625,PASS,,,,,False,,COMPLETE,1,1,16,16,0,0,2,2,2,1,1,1,16,0,0,0,1,1,0,15,4,4,4,64,204,0,140,0.68627451,1,1,1,1,1,64,0,0
a7_prefix_k1,basic_sparse,3,1,1,256,32,0,32,32,0,1,1,0,1,266,0.125,0.125,0,32,256,4.16666667,2,2,1,1,0,0,0,0,1,1,PASS,,,,,False,,COMPLETE,1,1,32,32,0,0,2,2,2,1,1,1,32,0,0,0,16,16,0,16,128,128,128,64,3264,0,1640,0.50245098,16,1,1,1,1,1672,48,0.028708134
a7_prefix_k1,limit_backpressure_shock,3,1,1,256,117,26,91,91,0,1,1,0.222222222,0.777777778,266,0.351562,0.351562,0,90,256,11.71875,9.065934,68,1.659341,61,66,66,13.594937,66,0.687334,0.687334,SATURATED,3,,,,False,,COMPLETE,1,1,117,91,26,0,2,62,68,1,1,61,117,37,0,0.316239316,12,12,0,79,96,132,132,64,2448,0,471,0.192401961,12,0.974637199,0.974637199,0.571428571,0.571428571,2231,254,0.113850291
a7_prefix_k1,limit_distributed_burst,3,1,1,256,64,0,64,64,0,1,1,0,1,266,0.25,0.25,0,64,256,8.33333333,3.5,5,1,1,3,3,0,0,0.25,0.25,PASS,,,,,False,,COMPLETE,1,1,64,64,0,0,3,5,5,1,1,1,64,0,0,0,4,4,0,60,16,16,16,64,816,3,0,0,4,1,1,1,1,816,0,0
a7_prefix_k1,limit_elephant_mouse,3,1,1,256,272,16,256,256,0,1,1,0.0588235294,0.941176471,266,0.996094,0.996094,0,255,256,33.203125,2.066406,3,1,1,1,1,0.129921,1,0.070796,0.070796,SATURATED,3,,,,False,,COMPLETE,1,1,272,256,16,0,2,3,3,1,1,1,272,16,0,0.0588235294,2,2,0,254,16,16,16,64,408,3,0,0,2,0.998960499,0.998960499,0.9375,0.9375,408,0,0
a7_prefix_k1,limit_global_fanin,3,1,1,256,256,0,256,256,0,1,1,0,1,266,0.996094,0.996094,0,255,256,33.203125,9.5,17,1,1,15,15,0,0,1,1,PASS,,,,,False,,COMPLETE,1,1,256,256,0,0,9,17,17,1,1,1,256,0,0,0,16,16,0,240,16,16,16,64,3264,3,0,0,16,1,1,1,1,3264,0,0
a7_prefix_k1,limit_load,3,1,1,256,117,2,115,115,0,1,1,0.0170940171,0.982905983,266,0.445312,0.445312,0,114,256,14.84375,2.182609,4,1,1,2,2,0.330097,2,0.713169,0.713169,SATURATED,3,,,,False,,COMPLETE,1,1,117,115,2,0,2,3,3,1,1,1,117,2,0,0.0170940171,12,12,0,103,64,116,132,64,2448,0,295,0.120506536,12,0.999083039,0.999083039,0.916666667,0.916666667,2169,16,0.00737667128
a7_prefix_k1,limit_local_cluster,3,1,1,256,64,0,64,64,0,1,1,0,1,266,0.25,0.25,0,64,256,8.33333333,3.5,5,1,1,3,3,0,0,0.25,0.25,PASS,,,,,False,,COMPLETE,1,1,64,64,0,0,3,5,5,1,1,1,64,0,0,0,4,4,0,60,16,16,16,64,816,3,0,0,4,1,1,1,1,816,0,0
