suite,trace,trace_sha256,k,model,b,d,seed,generated,accepted,delivered,source_overrun,fixed_window_delivered,average_latency,p95_latency,p99_latency,max_latency,drain_cycle
full50,retrigger_identity,0d381e1a6e3da84cbd146c231870879346f63996ebf95d138a8481b4a071d6b4,4,flat_k_grant,0,0,0,512,512,512,0,512,2.0,2,2,2,1924
full50,retrigger_identity,0d381e1a6e3da84cbd146c231870879346f63996ebf95d138a8481b4a071d6b4,4,ecrf,4,4,0,512,512,512,0,512,2.0,2,2,2,1924
full50,rotating_victim_affine,36466f8c889421a738c8b97b38968b587abbbef1b7a6db003b88fcc6aca6e277,4,flat_k_grant,0,0,0,4217,4217,4217,0,4216,2.0,2,2,2,4096
full50,rotating_victim_affine,36466f8c889421a738c8b97b38968b587abbbef1b7a6db003b88fcc6aca6e277,4,ecrf,4,4,0,4217,4217,4217,0,4216,2.0,2,2,2,4096
full50,rotating_victim_identity,3711822e5250bcf2917cedf6569e5f47f8a2af7d33fb467b744958d7941339e8,4,flat_k_grant,0,0,0,4217,4217,4217,0,4216,2.0,2,2,2,4096
full50,rotating_victim_identity,3711822e5250bcf2917cedf6569e5f47f8a2af7d33fb467b744958d7941339e8,4,ecrf,4,4,0,4217,4217,4217,0,4216,2.0,2,2,2,4096
full50,shape_b1,6b4e2984771d7c23dd6bc68e01e9125d72e68af24afdd70a38988bf0b6be0bf4,4,flat_k_grant,0,0,0,2048,2048,2048,0,2048,2.0,2,2,2,4095
full50,shape_b1,6b4e2984771d7c23dd6bc68e01e9125d72e68af24afdd70a38988bf0b6be0bf4,4,ecrf,4,4,0,2048,2048,2048,0,2048,2.0,2,2,2,4095
full50,shape_b16,b622e934385346d3a6f976535b813d07af650846abe1011bc7644ca4a931f545,4,flat_k_grant,0,0,0,2048,2048,2048,0,2048,3.5,5,5,5,4068
full50,shape_b16,b622e934385346d3a6f976535b813d07af650846abe1011bc7644ca4a931f545,4,ecrf,4,4,0,2048,2048,2048,0,2048,3.5,5,5,5,4068
full50,shape_b4,90eb9c4173de5cf92d98bbb70512b3f3bb7a1aff94803c4e7f4d4d73f8ef59b7,4,flat_k_grant,0,0,0,2048,2048,2048,0,2048,2.0,2,2,2,4089
full50,shape_b4,90eb9c4173de5cf92d98bbb70512b3f3bb7a1aff94803c4e7f4d4d73f8ef59b7,4,ecrf,4,4,0,2048,2048,2048,0,2048,2.0,2,2,2,4089
full50,spatial_dispersed,87ac5ad6f73f9e9e1be70aa6495acbe1cdf3f2bbff6c11d8afa5414f8d1680da,4,flat_k_grant,0,0,0,1536,1536,1536,0,1536,2.0,2,2,2,2043
full50,spatial_dispersed,87ac5ad6f73f9e9e1be70aa6495acbe1cdf3f2bbff6c11d8afa5414f8d1680da,4,ecrf,4,4,0,1536,1536,1536,0,1536,2.0,2,2,2,2043
full50,spatial_local,2805554231a8e60e48f1025eff6df959935083a566656ba327d64e9c8b67ecb0,4,flat_k_grant,0,0,0,1536,1536,1536,0,1536,2.0,2,2,2,2043
full50,spatial_local,2805554231a8e60e48f1025eff6df959935083a566656ba327d64e9c8b67ecb0,4,ecrf,4,4,0,1536,1536,1536,0,1536,2.0,2,2,2,2043
full50,spatial_local_mirror,1f9aca8d5cdefa0b8d81c98c7ae37b9cd1923b77ff1bdba7a6a3cda9b56cedc8,4,flat_k_grant,0,0,0,1536,1536,1536,0,1536,2.0,2,2,2,2043
full50,spatial_local_mirror,1f9aca8d5cdefa0b8d81c98c7ae37b9cd1923b77ff1bdba7a6a3cda9b56cedc8,4,ecrf,4,4,0,1536,1536,1536,0,1536,2.0,2,2,2,2043
full50,timing_pair_s3901,ef7c353c2fb509b17ff8a2e133461c983f61d73ba877bea311d0eb7c2a9fd4b3,4,flat_k_grant,0,0,0,1259,1259,1259,0,1259,2.0,2,2,2,2047
full50,timing_pair_s3901,ef7c353c2fb509b17ff8a2e133461c983f61d73ba877bea311d0eb7c2a9fd4b3,4,ecrf,4,4,0,1259,1259,1259,0,1259,2.0,2,2,2,2047
full50,timing_pair_s3902,04eeba16b1c8c90cc69a457e56b7319cb7361952d71ffc79f89800c3a139d73b,4,flat_k_grant,0,0,0,1279,1279,1279,0,1278,2.0,2,2,2,2048
full50,timing_pair_s3902,04eeba16b1c8c90cc69a457e56b7319cb7361952d71ffc79f89800c3a139d73b,4,ecrf,4,4,0,1279,1279,1279,0,1278,2.0,2,2,2,2048
full50,uniform_l0p125_s2001,850e064e2dfe61567e4fd275fb2c200ec23b995f810f4fa40c87322e640e4ffc,4,flat_k_grant,0,0,0,251,251,251,0,251,2.0,2,2,2,2025
full50,uniform_l0p125_s2001,850e064e2dfe61567e4fd275fb2c200ec23b995f810f4fa40c87322e640e4ffc,4,ecrf,4,4,0,251,251,251,0,251,2.0,2,2,2,2025
full50,uniform_l0p125_s2002,e1a7cdc62d914a7e0b92d4cd3e9d7289655e8ad0eb27b513b6859bef694c741d,4,flat_k_grant,0,0,0,261,261,261,0,261,2.0,2,2,2,2022
full50,uniform_l0p125_s2002,e1a7cdc62d914a7e0b92d4cd3e9d7289655e8ad0eb27b513b6859bef694c741d,4,ecrf,4,4,0,261,261,261,0,261,2.0,2,2,2,2022
full50,uniform_l0p125_s2003,cecd8707640657715f9b69c57640a49aa5777bb7d3aea61d7038e07b114f9528,4,flat_k_grant,0,0,0,231,231,231,0,231,2.0,2,2,2,2038
full50,uniform_l0p125_s2003,cecd8707640657715f9b69c57640a49aa5777bb7d3aea61d7038e07b114f9528,4,ecrf,4,4,0,231,231,231,0,231,2.0,2,2,2,2038
full50,uniform_l0p50_s2001,5e897c984eaf929c1b3af994c9776a5d776abc82e78b2660bb90ea5169cb76ab,4,flat_k_grant,0,0,0,982,982,982,0,982,2.0,2,2,2,2046
full50,uniform_l0p50_s2001,5e897c984eaf929c1b3af994c9776a5d776abc82e78b2660bb90ea5169cb76ab,4,ecrf,4,4,0,982,982,982,0,982,2.0,2,2,2,2046
full50,uniform_l0p50_s2002,a3049c9c22c391dd3447362a260e149dd12da4debd43ddb8dc452de01d2fc6e2,4,flat_k_grant,0,0,0,1038,1038,1038,0,1038,2.0,2,2,2,2047
full50,uniform_l0p50_s2002,a3049c9c22c391dd3447362a260e149dd12da4debd43ddb8dc452de01d2fc6e2,4,ecrf,4,4,0,1038,1038,1038,0,1038,2.0,2,2,2,2047
full50,uniform_l0p50_s2003,d5811bc9e953d5e617818235b119d302429f6edd99978315ad3d5195388672d1,4,flat_k_grant,0,0,0,1032,1032,1032,0,1031,2.0,2,2,2,2048
full50,uniform_l0p50_s2003,d5811bc9e953d5e617818235b119d302429f6edd99978315ad3d5195388672d1,4,ecrf,4,4,0,1032,1032,1032,0,1031,2.0,2,2,2,2048
full50,uniform_l0p90_s2001,b5324f571be19993e812191adf744a5b7d0626b5a9030592d29e2e7ce401b4a8,4,flat_k_grant,0,0,0,1868,1868,1868,0,1867,2.0,2,2,2,2048
full50,uniform_l0p90_s2001,b5324f571be19993e812191adf744a5b7d0626b5a9030592d29e2e7ce401b4a8,4,ecrf,4,4,0,1868,1868,1868,0,1867,2.0,2,2,2,2048
full50,uniform_l0p90_s2002,c2698ed1703f87d3f3081584c7f7ca7cfe2b345ce1e477247c70dbc1948bc569,4,flat_k_grant,0,0,0,1851,1851,1851,0,1850,2.0,2,2,2,2048
full50,uniform_l0p90_s2002,c2698ed1703f87d3f3081584c7f7ca7cfe2b345ce1e477247c70dbc1948bc569,4,ecrf,4,4,0,1851,1851,1851,0,1850,2.0,2,2,2,2048
full50,uniform_l0p90_s2003,c11484a731935911ade2028a2c7bdce20604278c9f8862491166b3276a677be6,4,flat_k_grant,0,0,0,1837,1837,1837,0,1836,2.0,2,2,2,2048
full50,uniform_l0p90_s2003,c11484a731935911ade2028a2c7bdce20604278c9f8862491166b3276a677be6,4,ecrf,4,4,0,1837,1837,1837,0,1836,2.0,2,2,2,2048
full50,uniform_l1p00_s2001,8554d7917b4a06bbc2e0dd1fc3e06286182a0bf64dff8de01883d2674ecb737d,4,flat_k_grant,0,0,0,2048,2048,2048,0,2047,2.0,2,2,2,2048
full50,uniform_l1p00_s2001,8554d7917b4a06bbc2e0dd1fc3e06286182a0bf64dff8de01883d2674ecb737d,4,ecrf,4,4,0,2048,2048,2048,0,2047,2.0,2,2,2,2048
full50,uniform_l1p00_s2002,262f9f91597666910d43bfb5e4a6e9a999272207c22e07f0449ccac707348a5d,4,flat_k_grant,0,0,0,2048,2048,2048,0,2047,2.0,2,2,2,2048
full50,uniform_l1p00_s2002,262f9f91597666910d43bfb5e4a6e9a999272207c22e07f0449ccac707348a5d,4,ecrf,4,4,0,2048,2048,2048,0,2047,2.0,2,2,2,2048
full50,uniform_l1p00_s2003,513b8baed3695aed416b8c8fd15808cb5047b006e60bd606d439f73948a8b399,4,flat_k_grant,0,0,0,2048,2048,2048,0,2047,2.0,2,2,2,2048
full50,uniform_l1p00_s2003,513b8baed3695aed416b8c8fd15808cb5047b006e60bd606d439f73948a8b399,4,ecrf,4,4,0,2048,2048,2048,0,2047,2.0,2,2,2,2048
full50,uniform_l1p25_s2001,a77a87fb0f1a081c183460d5f5f9274fd19114f0d4ae06d4c97360d243661090,4,flat_k_grant,0,0,0,2536,2536,2536,0,2534,2.0,2,2,2,2048
full50,uniform_l1p25_s2001,a77a87fb0f1a081c183460d5f5f9274fd19114f0d4ae06d4c97360d243661090,4,ecrf,4,4,0,2536,2536,2536,0,2534,2.0,2,2,2,2048
full50,uniform_l1p25_s2002,d73514e45ecfec672b2f2034c9ccf1f6c7d040e4ca228015c2fb664a81c4f5bb,4,flat_k_grant,0,0,0,2574,2574,2574,0,2573,2.0,2,2,2,2048
full50,uniform_l1p25_s2002,d73514e45ecfec672b2f2034c9ccf1f6c7d040e4ca228015c2fb664a81c4f5bb,4,ecrf,4,4,0,2574,2574,2574,0,2573,2.0,2,2,2,2048
full50,uniform_l1p25_s2003,d3076dbcc97c3b9b10136be192181528eee8bf0ad2d07549effd1c1cf7d33ddb,4,flat_k_grant,0,0,0,2550,2550,2550,0,2549,2.0,2,2,2,2048
full50,uniform_l1p25_s2003,d3076dbcc97c3b9b10136be192181528eee8bf0ad2d07549effd1c1cf7d33ddb,4,ecrf,4,4,0,2550,2550,2550,0,2549,2.0,2,2,2,2048
full50,uniform_l1p50_s2001,7653c20cb03953592a0727f73ee66761a6e719d06019234cf61fd4e471393839,4,flat_k_grant,0,0,0,3039,3039,3039,0,3038,2.0,2,2,2,2048
full50,uniform_l1p50_s2001,7653c20cb03953592a0727f73ee66761a6e719d06019234cf61fd4e471393839,4,ecrf,4,4,0,3039,3039,3039,0,3038,2.0,2,2,2,2048
full50,uniform_l1p50_s2002,6193ccd24af9f7c182b3a2fa6f355d6a2c210bd43476bca8e2242897ae1ee8ab,4,flat_k_grant,0,0,0,3094,3094,3094,0,3092,2.0,2,2,2,2048
full50,uniform_l1p50_s2002,6193ccd24af9f7c182b3a2fa6f355d6a2c210bd43476bca8e2242897ae1ee8ab,4,ecrf,4,4,0,3094,3094,3094,0,3092,2.0,2,2,2,2048
full50,uniform_l1p50_s2003,d301da0e4dba7a64c4c1154fe617612368d3908779bf3204be5471bfae847bad,4,flat_k_grant,0,0,0,3045,3045,3045,0,3044,2.0,2,2,2,2048
full50,uniform_l1p50_s2003,d301da0e4dba7a64c4c1154fe617612368d3908779bf3204be5471bfae847bad,4,ecrf,4,4,0,3045,3045,3045,0,3044,2.0,2,2,2,2048
full50,uniform_l2p00_s2001,5ee63712c80a14a42901e2bc6c7fab121eb129ba12be16c615f8228e3944f627,4,flat_k_grant,0,0,0,4096,4096,4096,0,4094,2.0,2,2,2,2048
full50,uniform_l2p00_s2001,5ee63712c80a14a42901e2bc6c7fab121eb129ba12be16c615f8228e3944f627,4,ecrf,4,4,0,4096,4096,4096,0,4094,2.0,2,2,2,2048
full50,uniform_l2p00_s2002,8b32d69a0ac8d591e810320510f1657d685fb0e79951b992035d82d50e9bb72a,4,flat_k_grant,0,0,0,4096,4096,4096,0,4094,2.0,2,2,2,2048
full50,uniform_l2p00_s2002,8b32d69a0ac8d591e810320510f1657d685fb0e79951b992035d82d50e9bb72a,4,ecrf,4,4,0,4096,4096,4096,0,4094,2.0,2,2,2,2048
full50,uniform_l2p00_s2003,ef15eb066fb4ee69eebae96d495e20f73def720bb5da5428d5480f603189d75d,4,flat_k_grant,0,0,0,4096,4096,4096,0,4094,2.0,2,2,2,2048
full50,uniform_l2p00_s2003,ef15eb066fb4ee69eebae96d495e20f73def720bb5da5428d5480f603189d75d,4,ecrf,4,4,0,4096,4096,4096,0,4094,2.0,2,2,2,2048
capacity22,core_simultaneous_identity,a9a81664fc2117e72df8739b816eaffdeb8a4ab734576ab7c96336d0d232f045,2,flat_k_grant,0,0,0,16,16,16,0,16,5.5,9,9,9,72
capacity22,core_simultaneous_identity,a9a81664fc2117e72df8739b816eaffdeb8a4ab734576ab7c96336d0d232f045,2,ecrf,2,2,0,16,16,16,0,16,5.5,9,9,9,72
capacity22,global_fanin_identity,82d86a633f1359d484cc0b780b9b3447048cb76a122422e02da3bf0f6ff800ab,2,flat_k_grant,0,0,0,512,512,512,0,512,5.5,9,9,9,1992
capacity22,global_fanin_identity,82d86a633f1359d484cc0b780b9b3447048cb76a122422e02da3bf0f6ff800ab,2,ecrf,2,2,0,512,512,512,0,512,5.5,9,9,9,1992
capacity22,mixed_phase_always_ready_bit_reverse,4e0ff22112dba73d984cfcc50d6ce2e726f74d4ce2a70b9b7dec5399a7dbe822,2,flat_k_grant,0,0,0,9228,8025,8025,1203,8023,2.6561993769470407,4,9,352,4096
capacity22,mixed_phase_always_ready_bit_reverse,4e0ff22112dba73d984cfcc50d6ce2e726f74d4ce2a70b9b7dec5399a7dbe822,2,ecrf,2,2,0,9228,8025,8025,1203,8023,2.6561993769470407,4,9,352,4096
capacity22,mixed_phase_always_ready_identity,9fde0ee816a80975d219b57e9799e73c198efc85d6e9aec4cb2a2e4816974705,2,flat_k_grant,0,0,0,9228,8020,8020,1208,8018,2.698379052369077,4,9,521,4096
capacity22,mixed_phase_always_ready_identity,9fde0ee816a80975d219b57e9799e73c198efc85d6e9aec4cb2a2e4816974705,2,ecrf,2,2,0,9228,8020,8020,1208,8018,2.698379052369077,4,9,521,4096
capacity22,pairwise_contention_affine,c8b2340e57c81603708a2ec1978a6c0d74d6fbfa24141f3070e336989ebb0821,2,flat_k_grant,0,0,0,480,480,480,0,480,2.0,2,2,2,1914
capacity22,pairwise_contention_affine,c8b2340e57c81603708a2ec1978a6c0d74d6fbfa24141f3070e336989ebb0821,2,ecrf,2,2,0,480,480,480,0,480,2.0,2,2,2,1914
capacity22,pairwise_contention_identity,e1df1600f2c15d17e15c9cdad60b51529eea9d0f685279840dcbbe9079d1f15a,2,flat_k_grant,0,0,0,480,480,480,0,480,2.0,2,2,2,1914
capacity22,pairwise_contention_identity,e1df1600f2c15d17e15c9cdad60b51529eea9d0f685279840dcbbe9079d1f15a,2,ecrf,2,2,0,480,480,480,0,480,2.0,2,2,2,1914
capacity22,phase_transition_s3501,0c0d47f9559f5ca454a9a2b2c04918f63b9b6a2be7fd1c2385f916939f7bcb17,2,flat_k_grant,0,0,0,3139,3139,3139,0,3139,2.0,2,2,2,3581
capacity22,phase_transition_s3501,0c0d47f9559f5ca454a9a2b2c04918f63b9b6a2be7fd1c2385f916939f7bcb17,2,ecrf,2,2,0,3139,3139,3139,0,3139,2.0,2,2,2,3581
capacity22,phase_transition_s3502,1342bdafe2a9820d136b66d1afacb3f6f4eac672223adcf1d963a5edf0910d11,2,flat_k_grant,0,0,0,3167,3167,3167,0,3167,2.0,2,2,2,3572
capacity22,phase_transition_s3502,1342bdafe2a9820d136b66d1afacb3f6f4eac672223adcf1d963a5edf0910d11,2,ecrf,2,2,0,3167,3167,3167,0,3167,2.0,2,2,2,3572
capacity22,shape_b16,b622e934385346d3a6f976535b813d07af650846abe1011bc7644ca4a931f545,2,flat_k_grant,0,0,0,2048,2048,2048,0,2048,5.5,9,9,9,4072
capacity22,shape_b16,b622e934385346d3a6f976535b813d07af650846abe1011bc7644ca4a931f545,2,ecrf,2,2,0,2048,2048,2048,0,2048,5.5,9,9,9,4072
capacity22,shape_b4,90eb9c4173de5cf92d98bbb70512b3f3bb7a1aff94803c4e7f4d4d73f8ef59b7,2,flat_k_grant,0,0,0,2048,2048,2048,0,2048,2.5,3,3,3,4090
capacity22,shape_b4,90eb9c4173de5cf92d98bbb70512b3f3bb7a1aff94803c4e7f4d4d73f8ef59b7,2,ecrf,2,2,0,2048,2048,2048,0,2048,2.5,3,3,3,4090
capacity22,uniform_l1p00_s2001,8554d7917b4a06bbc2e0dd1fc3e06286182a0bf64dff8de01883d2674ecb737d,2,flat_k_grant,0,0,0,2048,2048,2048,0,2047,2.0,2,2,2,2048
capacity22,uniform_l1p00_s2001,8554d7917b4a06bbc2e0dd1fc3e06286182a0bf64dff8de01883d2674ecb737d,2,ecrf,2,2,0,2048,2048,2048,0,2047,2.0,2,2,2,2048
capacity22,uniform_l1p00_s2002,262f9f91597666910d43bfb5e4a6e9a999272207c22e07f0449ccac707348a5d,2,flat_k_grant,0,0,0,2048,2048,2048,0,2047,2.0,2,2,2,2048
capacity22,uniform_l1p00_s2002,262f9f91597666910d43bfb5e4a6e9a999272207c22e07f0449ccac707348a5d,2,ecrf,2,2,0,2048,2048,2048,0,2047,2.0,2,2,2,2048
capacity22,uniform_l1p00_s2003,513b8baed3695aed416b8c8fd15808cb5047b006e60bd606d439f73948a8b399,2,flat_k_grant,0,0,0,2048,2048,2048,0,2047,2.0,2,2,2,2048
capacity22,uniform_l1p00_s2003,513b8baed3695aed416b8c8fd15808cb5047b006e60bd606d439f73948a8b399,2,ecrf,2,2,0,2048,2048,2048,0,2047,2.0,2,2,2,2048
capacity22,uniform_l1p25_s2001,a77a87fb0f1a081c183460d5f5f9274fd19114f0d4ae06d4c97360d243661090,2,flat_k_grant,0,0,0,2536,2536,2536,0,2534,2.0,2,2,2,2048
capacity22,uniform_l1p25_s2001,a77a87fb0f1a081c183460d5f5f9274fd19114f0d4ae06d4c97360d243661090,2,ecrf,2,2,0,2536,2536,2536,0,2534,2.0,2,2,2,2048
capacity22,uniform_l1p25_s2002,d73514e45ecfec672b2f2034c9ccf1f6c7d040e4ca228015c2fb664a81c4f5bb,2,flat_k_grant,0,0,0,2574,2574,2574,0,2573,2.0,2,2,2,2048
capacity22,uniform_l1p25_s2002,d73514e45ecfec672b2f2034c9ccf1f6c7d040e4ca228015c2fb664a81c4f5bb,2,ecrf,2,2,0,2574,2574,2574,0,2573,2.0,2,2,2,2048
capacity22,uniform_l1p25_s2003,d3076dbcc97c3b9b10136be192181528eee8bf0ad2d07549effd1c1cf7d33ddb,2,flat_k_grant,0,0,0,2550,2550,2550,0,2549,2.0,2,2,2,2048
capacity22,uniform_l1p25_s2003,d3076dbcc97c3b9b10136be192181528eee8bf0ad2d07549effd1c1cf7d33ddb,2,ecrf,2,2,0,2550,2550,2550,0,2549,2.0,2,2,2,2048
capacity22,uniform_l1p50_s2001,7653c20cb03953592a0727f73ee66761a6e719d06019234cf61fd4e471393839,2,flat_k_grant,0,0,0,3039,3039,3039,0,3038,2.0,2,2,2,2048
capacity22,uniform_l1p50_s2001,7653c20cb03953592a0727f73ee66761a6e719d06019234cf61fd4e471393839,2,ecrf,2,2,0,3039,3039,3039,0,3038,2.0,2,2,2,2048
capacity22,uniform_l1p50_s2002,6193ccd24af9f7c182b3a2fa6f355d6a2c210bd43476bca8e2242897ae1ee8ab,2,flat_k_grant,0,0,0,3094,3094,3094,0,3092,2.0,2,2,2,2048
capacity22,uniform_l1p50_s2002,6193ccd24af9f7c182b3a2fa6f355d6a2c210bd43476bca8e2242897ae1ee8ab,2,ecrf,2,2,0,3094,3094,3094,0,3092,2.0,2,2,2,2048
capacity22,uniform_l1p50_s2003,d301da0e4dba7a64c4c1154fe617612368d3908779bf3204be5471bfae847bad,2,flat_k_grant,0,0,0,3045,3045,3045,0,3044,2.0,2,2,2,2048
capacity22,uniform_l1p50_s2003,d301da0e4dba7a64c4c1154fe617612368d3908779bf3204be5471bfae847bad,2,ecrf,2,2,0,3045,3045,3045,0,3044,2.0,2,2,2,2048
capacity22,uniform_l2p00_s2001,5ee63712c80a14a42901e2bc6c7fab121eb129ba12be16c615f8228e3944f627,2,flat_k_grant,0,0,0,4096,4096,4096,0,4094,2.0,2,2,2,2048
capacity22,uniform_l2p00_s2001,5ee63712c80a14a42901e2bc6c7fab121eb129ba12be16c615f8228e3944f627,2,ecrf,2,2,0,4096,4096,4096,0,4094,2.0,2,2,2,2048
capacity22,uniform_l2p00_s2002,8b32d69a0ac8d591e810320510f1657d685fb0e79951b992035d82d50e9bb72a,2,flat_k_grant,0,0,0,4096,4096,4096,0,4094,2.0,2,2,2,2048
capacity22,uniform_l2p00_s2002,8b32d69a0ac8d591e810320510f1657d685fb0e79951b992035d82d50e9bb72a,2,ecrf,2,2,0,4096,4096,4096,0,4094,2.0,2,2,2,2048
capacity22,uniform_l2p00_s2003,ef15eb066fb4ee69eebae96d495e20f73def720bb5da5428d5480f603189d75d,2,flat_k_grant,0,0,0,4096,4096,4096,0,4094,2.0,2,2,2,2048
capacity22,uniform_l2p00_s2003,ef15eb066fb4ee69eebae96d495e20f73def720bb5da5428d5480f603189d75d,2,ecrf,2,2,0,4096,4096,4096,0,4094,2.0,2,2,2,2048
capacity22,core_simultaneous_identity,a9a81664fc2117e72df8739b816eaffdeb8a4ab734576ab7c96336d0d232f045,4,flat_k_grant,0,0,0,16,16,16,0,16,3.5,5,5,5,68
capacity22,core_simultaneous_identity,a9a81664fc2117e72df8739b816eaffdeb8a4ab734576ab7c96336d0d232f045,4,ecrf,4,4,0,16,16,16,0,16,3.5,5,5,5,68
capacity22,global_fanin_identity,82d86a633f1359d484cc0b780b9b3447048cb76a122422e02da3bf0f6ff800ab,4,flat_k_grant,0,0,0,512,512,512,0,512,3.5,5,5,5,1988
capacity22,global_fanin_identity,82d86a633f1359d484cc0b780b9b3447048cb76a122422e02da3bf0f6ff800ab,4,ecrf,4,4,0,512,512,512,0,512,3.5,5,5,5,1988
capacity22,mixed_phase_always_ready_bit_reverse,4e0ff22112dba73d984cfcc50d6ce2e726f74d4ce2a70b9b7dec5399a7dbe822,4,flat_k_grant,0,0,0,9228,9223,9223,5,9221,2.012794101702266,2,2,5,4096
capacity22,mixed_phase_always_ready_bit_reverse,4e0ff22112dba73d984cfcc50d6ce2e726f74d4ce2a70b9b7dec5399a7dbe822,4,ecrf,4,4,0,9228,9223,9223,5,9221,2.012794101702266,2,2,5,4096
capacity22,mixed_phase_always_ready_identity,9fde0ee816a80975d219b57e9799e73c198efc85d6e9aec4cb2a2e4816974705,4,flat_k_grant,0,0,0,9228,9222,9222,6,9220,2.0129039253957925,2,2,5,4096
capacity22,mixed_phase_always_ready_identity,9fde0ee816a80975d219b57e9799e73c198efc85d6e9aec4cb2a2e4816974705,4,ecrf,4,4,0,9228,9222,9222,6,9220,2.0129039253957925,2,2,5,4096
capacity22,pairwise_contention_affine,c8b2340e57c81603708a2ec1978a6c0d74d6fbfa24141f3070e336989ebb0821,4,flat_k_grant,0,0,0,480,480,480,0,480,2.0,2,2,2,1914
capacity22,pairwise_contention_affine,c8b2340e57c81603708a2ec1978a6c0d74d6fbfa24141f3070e336989ebb0821,4,ecrf,4,4,0,480,480,480,0,480,2.0,2,2,2,1914
capacity22,pairwise_contention_identity,e1df1600f2c15d17e15c9cdad60b51529eea9d0f685279840dcbbe9079d1f15a,4,flat_k_grant,0,0,0,480,480,480,0,480,2.0,2,2,2,1914
capacity22,pairwise_contention_identity,e1df1600f2c15d17e15c9cdad60b51529eea9d0f685279840dcbbe9079d1f15a,4,ecrf,4,4,0,480,480,480,0,480,2.0,2,2,2,1914
capacity22,phase_transition_s3501,0c0d47f9559f5ca454a9a2b2c04918f63b9b6a2be7fd1c2385f916939f7bcb17,4,flat_k_grant,0,0,0,3139,3139,3139,0,3139,2.0,2,2,2,3581
capacity22,phase_transition_s3501,0c0d47f9559f5ca454a9a2b2c04918f63b9b6a2be7fd1c2385f916939f7bcb17,4,ecrf,4,4,0,3139,3139,3139,0,3139,2.0,2,2,2,3581
capacity22,phase_transition_s3502,1342bdafe2a9820d136b66d1afacb3f6f4eac672223adcf1d963a5edf0910d11,4,flat_k_grant,0,0,0,3167,3167,3167,0,3167,2.0,2,2,2,3572
capacity22,phase_transition_s3502,1342bdafe2a9820d136b66d1afacb3f6f4eac672223adcf1d963a5edf0910d11,4,ecrf,4,4,0,3167,3167,3167,0,3167,2.0,2,2,2,3572
capacity22,shape_b16,b622e934385346d3a6f976535b813d07af650846abe1011bc7644ca4a931f545,4,flat_k_grant,0,0,0,2048,2048,2048,0,2048,3.5,5,5,5,4068
capacity22,shape_b16,b622e934385346d3a6f976535b813d07af650846abe1011bc7644ca4a931f545,4,ecrf,4,4,0,2048,2048,2048,0,2048,3.5,5,5,5,4068
capacity22,shape_b4,90eb9c4173de5cf92d98bbb70512b3f3bb7a1aff94803c4e7f4d4d73f8ef59b7,4,flat_k_grant,0,0,0,2048,2048,2048,0,2048,2.0,2,2,2,4089
capacity22,shape_b4,90eb9c4173de5cf92d98bbb70512b3f3bb7a1aff94803c4e7f4d4d73f8ef59b7,4,ecrf,4,4,0,2048,2048,2048,0,2048,2.0,2,2,2,4089
capacity22,uniform_l1p00_s2001,8554d7917b4a06bbc2e0dd1fc3e06286182a0bf64dff8de01883d2674ecb737d,4,flat_k_grant,0,0,0,2048,2048,2048,0,2047,2.0,2,2,2,2048
capacity22,uniform_l1p00_s2001,8554d7917b4a06bbc2e0dd1fc3e06286182a0bf64dff8de01883d2674ecb737d,4,ecrf,4,4,0,2048,2048,2048,0,2047,2.0,2,2,2,2048
capacity22,uniform_l1p00_s2002,262f9f91597666910d43bfb5e4a6e9a999272207c22e07f0449ccac707348a5d,4,flat_k_grant,0,0,0,2048,2048,2048,0,2047,2.0,2,2,2,2048
capacity22,uniform_l1p00_s2002,262f9f91597666910d43bfb5e4a6e9a999272207c22e07f0449ccac707348a5d,4,ecrf,4,4,0,2048,2048,2048,0,2047,2.0,2,2,2,2048
capacity22,uniform_l1p00_s2003,513b8baed3695aed416b8c8fd15808cb5047b006e60bd606d439f73948a8b399,4,flat_k_grant,0,0,0,2048,2048,2048,0,2047,2.0,2,2,2,2048
capacity22,uniform_l1p00_s2003,513b8baed3695aed416b8c8fd15808cb5047b006e60bd606d439f73948a8b399,4,ecrf,4,4,0,2048,2048,2048,0,2047,2.0,2,2,2,2048
capacity22,uniform_l1p25_s2001,a77a87fb0f1a081c183460d5f5f9274fd19114f0d4ae06d4c97360d243661090,4,flat_k_grant,0,0,0,2536,2536,2536,0,2534,2.0,2,2,2,2048
capacity22,uniform_l1p25_s2001,a77a87fb0f1a081c183460d5f5f9274fd19114f0d4ae06d4c97360d243661090,4,ecrf,4,4,0,2536,2536,2536,0,2534,2.0,2,2,2,2048
capacity22,uniform_l1p25_s2002,d73514e45ecfec672b2f2034c9ccf1f6c7d040e4ca228015c2fb664a81c4f5bb,4,flat_k_grant,0,0,0,2574,2574,2574,0,2573,2.0,2,2,2,2048
capacity22,uniform_l1p25_s2002,d73514e45ecfec672b2f2034c9ccf1f6c7d040e4ca228015c2fb664a81c4f5bb,4,ecrf,4,4,0,2574,2574,2574,0,2573,2.0,2,2,2,2048
capacity22,uniform_l1p25_s2003,d3076dbcc97c3b9b10136be192181528eee8bf0ad2d07549effd1c1cf7d33ddb,4,flat_k_grant,0,0,0,2550,2550,2550,0,2549,2.0,2,2,2,2048
