name,workload,events,zero_order_entropy,transition_entropy,repeat_fraction,mean_run_length,max_run_length,run_length_entropy,block_size,blocks,compressed_blocks,raw_blocks,token_blocks,dictionary_blocks,raw_bypass_ratio,bits,bits_per_event,compression_ratio,saved_bits,mode_header_lower_bound_bits,inband_header_bits_per_event
uniform_l0p90_s2002,uniform,1851,3.991382752468993,3.905434689584741,0.0486223662884927,1.051107325383305,3,0.29468471554153464,16,116,0,116,0,0,1.0,7404,4.0,1.0,0,116,0.06266882766072393
uniform_l0p90_s2002,uniform,1851,3.991382752468993,3.905434689584741,0.0486223662884927,1.051107325383305,3,0.29468471554153464,32,58,0,58,0,0,1.0,7404,4.0,1.0,0,58,0.031334413830361965
uniform_l0p90_s2003,uniform,1837,3.9939082065721005,3.907785006450237,0.06750136091453451,1.072387624051372,4,0.3821301848882997,4,460,2,458,2,0,0.9956521739130435,7342,3.9967338051170387,1.000817216017434,6,460,0.25040827436037016
uniform_l0p90_s2003,uniform,1837,3.9939082065721005,3.907785006450237,0.06750136091453451,1.072387624051372,4,0.3821301848882997,8,230,0,230,0,0,1.0,7348,4.0,1.0,0,230,0.12520413718018508
uniform_l0p90_s2003,uniform,1837,3.9939082065721005,3.907785006450237,0.06750136091453451,1.072387624051372,4,0.3821301848882997,16,115,0,115,0,0,1.0,7348,4.0,1.0,0,115,0.06260206859009254
uniform_l0p90_s2003,uniform,1837,3.9939082065721005,3.907785006450237,0.06750136091453451,1.072387624051372,4,0.3821301848882997,32,58,0,58,0,0,1.0,7348,4.0,1.0,0,58,0.031573217201959713
uniform_l1p00_s2001,uniform,2048,3.995364926186232,3.897046781456896,0.0615234375,1.065556711758585,4,0.35507206371957717,4,512,1,511,1,0,0.998046875,8189,3.99853515625,1.0003663450970814,3,512,0.25
uniform_l1p00_s2001,uniform,2048,3.995364926186232,3.897046781456896,0.0615234375,1.065556711758585,4,0.35507206371957717,8,256,1,255,1,0,0.99609375,8189,3.99853515625,1.0003663450970814,3,256,0.125
uniform_l1p00_s2001,uniform,2048,3.995364926186232,3.897046781456896,0.0615234375,1.065556711758585,4,0.35507206371957717,16,128,0,128,0,0,1.0,8192,4.0,1.0,0,128,0.0625
uniform_l1p00_s2001,uniform,2048,3.995364926186232,3.897046781456896,0.0615234375,1.065556711758585,4,0.35507206371957717,32,64,0,64,0,0,1.0,8192,4.0,1.0,0,64,0.03125
uniform_l1p00_s2002,uniform,2048,3.997131092641757,3.912976582851224,0.0654296875,1.0700104493207943,3,0.3725482515034535,4,512,1,511,1,0,0.998046875,8189,3.99853515625,1.0003663450970814,3,512,0.25
uniform_l1p00_s2002,uniform,2048,3.997131092641757,3.912976582851224,0.0654296875,1.0700104493207943,3,0.3725482515034535,8,256,0,256,0,0,1.0,8192,4.0,1.0,0,256,0.125
uniform_l1p00_s2002,uniform,2048,3.997131092641757,3.912976582851224,0.0654296875,1.0700104493207943,3,0.3725482515034535,16,128,0,128,0,0,1.0,8192,4.0,1.0,0,128,0.0625
uniform_l1p00_s2002,uniform,2048,3.997131092641757,3.912976582851224,0.0654296875,1.0700104493207943,3,0.3725482515034535,32,64,0,64,0,0,1.0,8192,4.0,1.0,0,64,0.03125
uniform_l1p00_s2003,uniform,2048,3.9924929758024987,3.9210251545073453,0.06298828125,1.0672225117248566,3,0.35923797696141085,4,512,0,512,0,0,1.0,8192,4.0,1.0,0,512,0.25
uniform_l1p00_s2003,uniform,2048,3.9924929758024987,3.9210251545073453,0.06298828125,1.0672225117248566,3,0.35923797696141085,8,256,0,256,0,0,1.0,8192,4.0,1.0,0,256,0.125
uniform_l1p00_s2003,uniform,2048,3.9924929758024987,3.9210251545073453,0.06298828125,1.0672225117248566,3,0.35923797696141085,16,128,0,128,0,0,1.0,8192,4.0,1.0,0,128,0.0625
uniform_l1p00_s2003,uniform,2048,3.9924929758024987,3.9210251545073453,0.06298828125,1.0672225117248566,3,0.35923797696141085,32,64,0,64,0,0,1.0,8192,4.0,1.0,0,64,0.03125
uniform_l1p25_s2001,uniform,2536,3.996833841960641,3.924987356531596,0.043769716088328026,1.0457731958762886,2,0.26816291724037056,4,634,0,634,0,0,1.0,10144,4.0,1.0,0,634,0.25
uniform_l1p25_s2001,uniform,2536,3.996833841960641,3.924987356531596,0.043769716088328026,1.0457731958762886,2,0.26816291724037056,8,317,0,317,0,0,1.0,10144,4.0,1.0,0,317,0.125
uniform_l1p25_s2001,uniform,2536,3.996833841960641,3.924987356531596,0.043769716088328026,1.0457731958762886,2,0.26816291724037056,16,159,0,159,0,0,1.0,10144,4.0,1.0,0,159,0.06269716088328076
uniform_l1p25_s2001,uniform,2536,3.996833841960641,3.924987356531596,0.043769716088328026,1.0457731958762886,2,0.26816291724037056,32,80,0,80,0,0,1.0,10144,4.0,1.0,0,80,0.031545741324921134
uniform_l1p25_s2002,uniform,2574,3.995647119329329,3.938924933201993,0.05167055167055168,1.0544858664481769,4,0.3088835268448966,4,644,1,643,1,0,0.9984472049689441,10293,3.998834498834499,1.0002914602156805,3,644,0.2501942501942502
uniform_l1p25_s2002,uniform,2574,3.995647119329329,3.938924933201993,0.05167055167055168,1.0544858664481769,4,0.3088835268448966,8,322,0,322,0,0,1.0,10296,4.0,1.0,0,322,0.1250971250971251
uniform_l1p25_s2002,uniform,2574,3.995647119329329,3.938924933201993,0.05167055167055168,1.0544858664481769,4,0.3088835268448966,16,161,0,161,0,0,1.0,10296,4.0,1.0,0,161,0.06254856254856254
uniform_l1p25_s2002,uniform,2574,3.995647119329329,3.938924933201993,0.05167055167055168,1.0544858664481769,4,0.3088835268448966,32,81,0,81,0,0,1.0,10296,4.0,1.0,0,81,0.03146853146853147
uniform_l1p25_s2003,uniform,2550,3.994567811566701,3.9303926882469455,0.05450980392156868,1.0576524263790958,3,0.3225730245882288,4,638,0,638,0,0,1.0,10200,4.0,1.0,0,638,0.25019607843137254
uniform_l1p25_s2003,uniform,2550,3.994567811566701,3.9303926882469455,0.05450980392156868,1.0576524263790958,3,0.3225730245882288,8,319,0,319,0,0,1.0,10200,4.0,1.0,0,319,0.12509803921568627
uniform_l1p25_s2003,uniform,2550,3.994567811566701,3.9303926882469455,0.05450980392156868,1.0576524263790958,3,0.3225730245882288,16,160,0,160,0,0,1.0,10200,4.0,1.0,0,160,0.06274509803921569
uniform_l1p25_s2003,uniform,2550,3.994567811566701,3.9303926882469455,0.05450980392156868,1.0576524263790958,3,0.3225730245882288,32,80,0,80,0,0,1.0,10200,4.0,1.0,0,80,0.03137254901960784
uniform_l1p50_s2001,uniform,3039,3.9964525508670623,3.926936609809906,0.038170450806186196,1.0396852548751283,3,0.24210571961173621,4,760,0,760,0,0,1.0,12156,4.0,1.0,0,760,0.2500822639025995
uniform_l1p50_s2001,uniform,3039,3.9964525508670623,3.926936609809906,0.038170450806186196,1.0396852548751283,3,0.24210571961173621,8,380,0,380,0,0,1.0,12156,4.0,1.0,0,380,0.12504113195129976
uniform_l1p50_s2001,uniform,3039,3.9964525508670623,3.926936609809906,0.038170450806186196,1.0396852548751283,3,0.24210571961173621,16,190,0,190,0,0,1.0,12156,4.0,1.0,0,190,0.06252056597564988
uniform_l1p50_s2001,uniform,3039,3.9964525508670623,3.926936609809906,0.038170450806186196,1.0396852548751283,3,0.24210571961173621,32,95,0,95,0,0,1.0,12156,4.0,1.0,0,95,0.03126028298782494
uniform_l1p50_s2002,uniform,3094,3.9946880661574014,3.9381770872155175,0.03943115707821587,1.041049798115747,3,0.24927493989269864,4,774,0,774,0,0,1.0,12376,4.0,1.0,0,774,0.2501616031027796
uniform_l1p50_s2002,uniform,3094,3.9946880661574014,3.9381770872155175,0.03943115707821587,1.041049798115747,3,0.24927493989269864,8,387,0,387,0,0,1.0,12376,4.0,1.0,0,387,0.1250808015513898
uniform_l1p50_s2002,uniform,3094,3.9946880661574014,3.9381770872155175,0.03943115707821587,1.041049798115747,3,0.24927493989269864,16,194,0,194,0,0,1.0,12376,4.0,1.0,0,194,0.06270200387847447
uniform_l1p50_s2002,uniform,3094,3.9946880661574014,3.9381770872155175,0.03943115707821587,1.041049798115747,3,0.24927493989269864,32,97,0,97,0,0,1.0,12376,4.0,1.0,0,97,0.03135100193923723
uniform_l1p50_s2003,uniform,3045,3.997816559022948,3.9464402897860804,0.05057471264367819,1.0532687651331718,3,0.3038225955770954,4,762,1,761,1,0,0.9986876640419947,12177,3.9990147783251233,1.0002463661000247,3,762,0.25024630541871923
uniform_l1p50_s2003,uniform,3045,3.997816559022948,3.9464402897860804,0.05057471264367819,1.0532687651331718,3,0.3038225955770954,8,381,0,381,0,0,1.0,12180,4.0,1.0,0,381,0.12512315270935961
uniform_l1p50_s2003,uniform,3045,3.997816559022948,3.9464402897860804,0.05057471264367819,1.0532687651331718,3,0.3038225955770954,16,191,0,191,0,0,1.0,12180,4.0,1.0,0,191,0.06272577996715928
uniform_l1p50_s2003,uniform,3045,3.997816559022948,3.9464402897860804,0.05057471264367819,1.0532687651331718,3,0.3038225955770954,32,96,0,96,0,0,1.0,12180,4.0,1.0,0,96,0.03152709359605911
uniform_l2p00_s2001,uniform,4096,3.9975912875777766,3.945814981280449,0.029052734375,1.0299220517978376,2,0.19400080072849862,4,1024,0,1024,0,0,1.0,16384,4.0,1.0,0,1024,0.25
uniform_l2p00_s2001,uniform,4096,3.9975912875777766,3.945814981280449,0.029052734375,1.0299220517978376,2,0.19400080072849862,8,512,0,512,0,0,1.0,16384,4.0,1.0,0,512,0.125
uniform_l2p00_s2001,uniform,4096,3.9975912875777766,3.945814981280449,0.029052734375,1.0299220517978376,2,0.19400080072849862,16,256,0,256,0,0,1.0,16384,4.0,1.0,0,256,0.0625
uniform_l2p00_s2001,uniform,4096,3.9975912875777766,3.945814981280449,0.029052734375,1.0299220517978376,2,0.19400080072849862,32,128,0,128,0,0,1.0,16384,4.0,1.0,0,128,0.03125
uniform_l2p00_s2002,uniform,4096,3.996285878838799,3.9379982731775,0.033203125,1.0343434343434343,2,0.21572673008605564,4,1024,1,1023,1,0,0.9990234375,16381,3.999267578125,1.0001831390025029,3,1024,0.25
uniform_l2p00_s2002,uniform,4096,3.996285878838799,3.9379982731775,0.033203125,1.0343434343434343,2,0.21572673008605564,8,512,0,512,0,0,1.0,16384,4.0,1.0,0,512,0.125
uniform_l2p00_s2002,uniform,4096,3.996285878838799,3.9379982731775,0.033203125,1.0343434343434343,2,0.21572673008605564,16,256,0,256,0,0,1.0,16384,4.0,1.0,0,256,0.0625
uniform_l2p00_s2002,uniform,4096,3.996285878838799,3.9379982731775,0.033203125,1.0343434343434343,2,0.21572673008605564,32,128,0,128,0,0,1.0,16384,4.0,1.0,0,128,0.03125
uniform_l2p00_s2003,uniform,4096,3.9983491988192594,3.946011383831146,0.031494140625,1.032518275775145,2,0.20686777583132324,4,1024,1,1023,1,0,0.9990234375,16381,3.999267578125,1.0001831390025029,3,1024,0.25
uniform_l2p00_s2003,uniform,4096,3.9983491988192594,3.946011383831146,0.031494140625,1.032518275775145,2,0.20686777583132324,8,512,0,512,0,0,1.0,16384,4.0,1.0,0,512,0.125
uniform_l2p00_s2003,uniform,4096,3.9983491988192594,3.946011383831146,0.031494140625,1.032518275775145,2,0.20686777583132324,16,256,0,256,0,0,1.0,16384,4.0,1.0,0,256,0.0625
uniform_l2p00_s2003,uniform,4096,3.9983491988192594,3.946011383831146,0.031494140625,1.032518275775145,2,0.20686777583132324,32,128,0,128,0,0,1.0,16384,4.0,1.0,0,128,0.03125
